name,link_product,price,odometer,transmissions,fuel_type,car_type,update_date,dealership
2015 Volkswagen Polo MY15,https://www.cars24.com.au/buy-used-volkswagen-polo-car-18566072769024/,"$15,090",122k kms,Automatic,Petrol,Hatchback,20251105,cars24
2021 Toyota Corolla MY21,https://www.cars24.com.au/buy-used-toyota-corolla-car-19414030516416/,"$27,990",29k kms,Automatic,Hybrid,Hatchback,20251105,cars24
2023 Mazda 3 MY23,https://www.cars24.com.au/buy-used-mazda-3-car-19799915670848/,"$28,490",14k kms,Automatic,Petrol,Hatchback,20251105,cars24
2019 Toyota Corolla MY19,https://www.cars24.com.au/buy-used-toyota-corolla-car-19711212668736/,"$22,890",64k kms,Automatic,Petrol,Hatchback,20251105,cars24
,,,,,,Hatchback,20251105,cars24
2023 Mazda 2 MY23,https://www.cars24.com.au/buy-used-mazda-2-car-19787090668480/,"$21,890",24k kms,Automatic,Petrol,Hatchback,20251105,cars24
2023 Mazda 3 MY23,https://www.cars24.com.au/buy-used-mazda-3-car-19889932666304/,"$31,790",11k kms,Automatic,Petrol,Hatchback,20251105,cars24
,,,,,,Hatchback,20251105,cars24
2022 Toyota Corolla MY22,https://www.cars24.com.au/buy-used-toyota-corolla-car-19414061518912/,"$26,990",57k kms,Automatic,Hybrid,Hatchback,20251105,cars24
2024 MG Mg3 Hybrid+ MY25,https://www.cars24.com.au/buy-used-mg-mg3-hybrid+-car-19506164816064/,"$24,590",25 kms,Automatic,Hybrid,Hatchback,20251105,cars24
2016 Volkswagen Golf MY17,https://www.cars24.com.au/buy-used-volkswagen-golf-car-19786853699264/,"$18,590",156k kms,Automatic,Petrol,Hatchback,20251105,cars24
2020 Mazda 3 MY20,https://www.cars24.com.au/buy-used-mazda-3-car-19868526183232/,"$24,390",104k kms,Automatic,Petrol,Hatchback,20251105,cars24
2022 Toyota Yaris MY22,https://www.cars24.com.au/buy-used-toyota-yaris-car-19324339417152/,"$23,490",61k kms,Automatic,Petrol,Hatchback,20251105,cars24
2018 Mazda 3 MY18,https://www.cars24.com.au/buy-used-mazda-3-car-19937102464384/,"$19,190",68k kms,Automatic,Petrol,Hatchback,20251105,cars24
2024 Mazda 3 MY24,https://www.cars24.com.au/buy-used-mazda-3-car-19888594290048/,"$30,090",9k kms,Automatic,Petrol,Hatchback,20251105,cars24
2020 Kia Cerato MY20,https://www.cars24.com.au/buy-used-kia-cerato-car-18700042448192/,"$20,190",59k kms,Automatic,Petrol,Hatchback,20251105,cars24
2019 BMW 1 MY20,https://www.cars24.com.au/buy-used-bmw-1-car-18519133098432/,"$26,190",61k kms,Automatic,Petrol,Hatchback,20251105,cars24
2021 Hyundai i30 MY22,https://www.cars24.com.au/buy-used-hyundai-i30-car-18511273944448/,"$21,395",70k kms,Manual,Petrol,Hatchback,20251105,cars24
2019 Toyota Corolla MY19,https://www.cars24.com.au/buy-used-toyota-corolla-car-19179883896384/,"$21,990",72k kms,Automatic,Petrol,Hatchback,20251105,cars24
2023 Hyundai i30 MY23,https://www.cars24.com.au/buy-used-hyundai-i30-car-19390205194560/,"$33,590",19k kms,Automatic,Petrol,Hatchback,20251105,cars24
2022 MG Mg3 Auto MY22,https://www.cars24.com.au/buy-used-mg-mg3-auto-car-19368973321472/,"$15,690",10k kms,Automatic,Petrol,Hatchback,20251105,cars24
2021 SKODA Scala MY22,https://www.cars24.com.au/buy-used-skoda-scala-car-18939570466368/,"$20,395",43k kms,Automatic,Petrol,Hatchback,20251105,cars24
2022 Kia Cerato MY22,https://www.cars24.com.au/buy-used-kia-cerato-car-19085614740672/,"$24,290",44k kms,Automatic,Petrol,Hatchback,20251105,cars24
2017 Subaru Impreza MY17,https://www.cars24.com.au/buy-used-subaru-impreza-car-19110386401856/,"$18,590",92k kms,Automatic,Petrol,Hatchback,20251105,cars24
2019 Volkswagen Golf MY19,https://www.cars24.com.au/buy-used-volkswagen-golf-car-19240737480384/,"$26,290",109k kms,Automatic,Petrol,Hatchback,20251105,cars24
2016 Toyota Corolla,https://www.cars24.com.au/buy-used-toyota-corolla-car-19413882930816/,"$18,090",88k kms,Automatic,Petrol,Hatchback,20251105,cars24
2015 Volkswagen Golf MY16,https://www.cars24.com.au/buy-used-volkswagen-golf-car-18791250270272/,"$20,690",101k kms,Automatic,Petrol,Hatchback,20251105,cars24
2022 Ford Puma MY22,https://www.cars24.com.au/buy-used-ford-puma-car-18824554833600/,"$23,090",40k kms,Automatic,Petrol,Hatchback,20251105,cars24
2019 Kia Cerato MY19,https://www.cars24.com.au/buy-used-kia-cerato-car-19337481175168/,"$19,190",70k kms,Automatic,Petrol,Hatchback,20251105,cars24
2019 Volkswagen Golf MY20,https://www.cars24.com.au/buy-used-volkswagen-golf-car-19414680310400/,"$17,490",89k kms,Automatic,Petrol,Hatchback,20251105,cars24
2023 MG Mg4 MY23,https://www.cars24.com.au/buy-used-mg-mg4-car-19561486096000/,"$28,390",21k kms,Automatic,Electric,Hatchback,20251105,cars24
2021 Kia Cerato MY21,https://www.cars24.com.au/buy-used-kia-cerato-car-19715401371456/,"$28,090",36k kms,Automatic,Petrol,Hatchback,20251105,cars24
2021 Volkswagen Polo MY21,https://www.cars24.com.au/buy-used-volkswagen-polo-car-19240498168576/,"$18,990",74k kms,Automatic,Petrol,Hatchback,20251105,cars24
2017 Hyundai i30 MY18,https://www.cars24.com.au/buy-used-hyundai-i30-car-19244276161088/,"$21,690",68k kms,Automatic,Petrol,Hatchback,20251105,cars24
2024 Mazda 2 MY24,https://www.cars24.com.au/buy-used-mazda-2-car-19797753245056/,"$23,090",19k kms,Automatic,Petrol,Hatchback,20251105,cars24
2020 Volkswagen Golf MY20,https://www.cars24.com.au/buy-used-volkswagen-golf-car-19631890359744/,"$26,190",62k kms,Automatic,Petrol,Hatchback,20251105,cars24
2022 Hyundai i30 MY22,https://www.cars24.com.au/buy-used-hyundai-i30-car-19561372344128/,"$33,790",21k kms,Automatic,Petrol,Hatchback,20251105,cars24
2017 Toyota Prius-c MY17,https://www.cars24.com.au/buy-used-toyota-prius-c-car-19323566440640/,"$19,090",85k kms,Automatic,Hybrid,Hatchback,20251105,cars24
2018 Volkswagen Golf MY19,https://www.cars24.com.au/buy-used-volkswagen-golf-car-18121809715904/,"$15,695",96k kms,Automatic,Petrol,Hatchback,20251105,cars24
2017 Mazda 3 MY17,https://www.cars24.com.au/buy-used-mazda-3-car-18518984987584/,"$15,490",108k kms,Automatic,Petrol,Hatchback,20251105,cars24
