name,link_product,price,odometer,transmissions,fuel_type,car_type,update_date,dealership
2013 Holden Barina Spark CD MJ MY13,/used-cars/for-sale/holden/barina-spark/2013/cd/mj-my13/3672107,"$6,990","156,122 Kms",4 SP Automatic,Petrol - Unleaded ULP,Hatchback,20251114,brisbaneautogroup
2011 Mazda 2 Neo DE Series 1 MY11,/used-cars/for-sale/mazda/2/2011/neo/de-series-1-my11/3626067,"$7,490","201,009 Kms",4 SP Automatic,Petrol - Unleaded ULP,Hatchback,20251114,brisbaneautogroup
2014 Mazda 3 SP25 Astina BM Series,/used-cars/for-sale/mazda/3/2014/sp25-astina/bm-series/3649006,"$9,990","229,731 Kms",6 SP Sports Automatic,Petrol - Unleaded ULP,Hatchback,20251114,brisbaneautogroup
2014 BMW 1 Series 118i F20 MY14,/used-cars/for-sale/bmw/1-series/2014/118i/f20-my14/3644193,"$10,990","140,604 Kms",8 SP Sports Automatic,Petrol - Premium ULP,Hatchback,20251114,brisbaneautogroup
2013 Toyota Yaris YR NCP130R,/used-cars/for-sale/toyota/yaris/2013/yr/ncp130r/3671230,"$10,990","138,548 Kms",4 SP Automatic,Petrol - Unleaded ULP,Hatchback,20251114,brisbaneautogroup
2013 Audi A3 Ambition 8V Four Wheel Drive,/used-cars/for-sale/audi/a3/2013/ambition/8v-four-wheel-drive/3615633,"$11,990","142,840 Kms",6 SP Sports Automatic Dual Clutch,Petrol - Premium ULP,Hatchback,20251114,brisbaneautogroup
2017 Mitsubishi Mirage ES LA MY18,/used-cars/for-sale/mitsubishi/mirage/2017/es/la-my18/3675390,"$11,990","65,180 Kms",1 SP Constantly Variable,Petrol - Unleaded ULP,Hatchback,20251114,brisbaneautogroup
2014 Volkswagen Polo GTI 6R MY14,/used-cars/for-sale/volkswagen/polo/2014/gti/6r-my14/3682118,"$11,990","125,684 Kms",7 SP Sports Automatic Dual Clutch,Petrol - Premium ULP,Hatchback,20251114,brisbaneautogroup
2017 Hyundai Accent Sport RB6 MY18,/used-cars/for-sale/hyundai/accent/2017/sport/rb6-my18/3665406,"$12,990","171,814 Kms",6 SP Sports Automatic,Petrol - Unleaded ULP,Hatchback,20251114,brisbaneautogroup
2022 MG MG3 Core (Nav) MY22,/used-cars/for-sale/mg/mg3/2022/core-nav/my22/3664419,"$14,990","53,764 Kms",4 SP Automatic,Petrol - Premium ULP,Hatchback,20251114,brisbaneautogroup
2014 Toyota Corolla Ascent Sport ZRE182R,/used-cars/for-sale/toyota/corolla/2014/ascent-sport/zre182r/3569701,"$15,990","137,656 Kms",7 SP Constantly Variable,Petrol - Unleaded ULP,Hatchback,20251114,brisbaneautogroup
2023 MG MG3 Core MY23,/used-cars/for-sale/mg/mg3/2023/core/my23/3660997,"$15,990","44,491 Kms",4 SP Automatic,Petrol - Premium ULP,Hatchback,20251114,brisbaneautogroup
2014 Mercedes-Benz B-Class B200 CDI W246,/used-cars/for-sale/mercedes-benz/b-class/2014/b200-cdi/w246/3660994,"$16,990","81,500 Kms",7 SP Sports Automatic Dual Clutch,Diesel,Hatchback,20251114,brisbaneautogroup
2019 Hyundai i30 N Line PD.3 MY20,/used-cars/for-sale/hyundai/i30/2019/n-line/pd.3-my20/3668742,"$19,990","133,052 Kms",7 SP Sports Automatic Dual Clutch,Petrol - Unleaded ULP,Hatchback,20251114,brisbaneautogroup
2016 Audi RS3  8V MY16 Four Wheel Drive,/used-cars/for-sale/audi/rs3/2016/8v-my16-four-wheel-drive/3676051,"$36,990","148,362 Kms",7 SP Sports Automatic Dual Clutch,Petrol - Premium ULP,Hatchback,20251114,brisbaneautogroup
