name,link_product,price,odometer,transmissions,fuel_type,car_type,update_date,dealership
2021 BMW 1 MY21,https://www.cars24.com.au/buy-used-bmw-1-car-16825346466752/,"$42,490",39k kms,Automatic,Petrol,Hatchback,20251119,cars24
2024 Mazda 2 MY24,https://www.cars24.com.au/buy-used-mazda-2-car-19797753245056/,"$22,690",19k kms,Automatic,Petrol,Hatchback,20251119,cars24
2020 Kia Cerato MY20,https://www.cars24.com.au/buy-used-kia-cerato-car-18700042448192/,"$19,990",59k kms,Automatic,Petrol,Hatchback,20251119,cars24
2022 Toyota Yaris MY22,https://www.cars24.com.au/buy-used-toyota-yaris-car-19324339417152/,"$23,190",61k kms,Automatic,Petrol,Hatchback,20251119,cars24
,,,,,,Hatchback,20251119,cars24
2019 Kia Cerato MY19,https://www.cars24.com.au/buy-used-kia-cerato-car-19337481175168/,"$18,790",70k kms,Automatic,Petrol,Hatchback,20251119,cars24
2019 Volkswagen Golf MY19,https://www.cars24.com.au/buy-used-volkswagen-golf-car-19240737480384/,"$24,790",109k kms,Automatic,Petrol,Hatchback,20251119,cars24
,,,,,,Hatchback,20251119,cars24
2021 Hyundai i30 MY22,https://www.cars24.com.au/buy-used-hyundai-i30-car-18511273944448/,"$20,995",70k kms,Manual,Petrol,Hatchback,20251119,cars24
2019 Toyota Corolla MY19,https://www.cars24.com.au/buy-used-toyota-corolla-car-19711212668736/,"$22,490",64k kms,Automatic,Petrol,Hatchback,20251119,cars24
2020 Volkswagen Golf MY20,https://www.cars24.com.au/buy-used-volkswagen-golf-car-19631890359744/,"$25,590",62k kms,Automatic,Petrol,Hatchback,20251119,cars24
2020 Toyota Corolla MY20,https://www.cars24.com.au/buy-used-toyota-corolla-car-19936569000064/,"$30,490",58k kms,Automatic,Hybrid,Hatchback,20251119,cars24
2016 Volkswagen Golf MY17,https://www.cars24.com.au/buy-used-volkswagen-golf-car-19786853699264/,"$18,390",156k kms,Automatic,Petrol,Hatchback,20251119,cars24
2018 Mazda 3 MY18,https://www.cars24.com.au/buy-used-mazda-3-car-19937102464384/,"$18,990",68k kms,Automatic,Petrol,Hatchback,20251119,cars24
2019 Volkswagen Golf MY20,https://www.cars24.com.au/buy-used-volkswagen-golf-car-19414680310400/,"$17,190",89k kms,Automatic,Petrol,Hatchback,20251119,cars24
2023 Mazda 3 MY23,https://www.cars24.com.au/buy-used-mazda-3-car-19889932666304/,"$30,990",11k kms,Automatic,Petrol,Hatchback,20251119,cars24
2015 Volkswagen Polo MY15,https://www.cars24.com.au/buy-used-volkswagen-polo-car-18566072769024/,"$14,790",122k kms,Automatic,Petrol,Hatchback,20251119,cars24
2021 Kia Cerato MY21,https://www.cars24.com.au/buy-used-kia-cerato-car-19715401371456/,"$27,490",36k kms,Automatic,Petrol,Hatchback,20251119,cars24
2022 Hyundai i30 MY22,https://www.cars24.com.au/buy-used-hyundai-i30-car-19561372344128/,"$33,190",21k kms,Automatic,Petrol,Hatchback,20251119,cars24
