name,link_product,price,odometer,transmissions,fuel_type,car_type,update_date,dealership
2017 Volkswagen Golf MY18,https://www.cars24.com.au/buy-used-volkswagen-golf-car-19744051219072/,"$17,590",55k kms,Automatic,Petrol,Hatchback,20251115,cars24
2020 Toyota Corolla MY20,https://www.cars24.com.au/buy-used-toyota-corolla-car-19936569000064/,"$30,790",58k kms,Automatic,Hybrid,Hatchback,20251115,cars24
2017 Subaru Impreza MY18,https://www.cars24.com.au/buy-used-subaru-impreza-car-19311605249792/,"$18,890",89k kms,Automatic,Petrol,Hatchback,20251115,cars24
2021 BMW 1 MY21,https://www.cars24.com.au/buy-used-bmw-1-car-16825346466752/,"$38,999",39k kms,Automatic,Petrol,Hatchback,20251115,cars24
,,,,,,Hatchback,20251115,cars24
2022 Toyota Corolla MY22,https://www.cars24.com.au/buy-used-toyota-corolla-car-19414061518912/,"$26,490",57k kms,Automatic,Hybrid,Hatchback,20251115,cars24
2024 MG Mg3 Hybrid+ MY25,https://www.cars24.com.au/buy-used-mg-mg3-hybrid+-car-19506164816064/,"$24,490",25 kms,Automatic,Hybrid,Hatchback,20251115,cars24
,,,,,,Hatchback,20251115,cars24
2023 Mazda 3 MY23,https://www.cars24.com.au/buy-used-mazda-3-car-19889932666304/,"$31,590",11k kms,Automatic,Petrol,Hatchback,20251115,cars24
2019 Toyota Yaris MY19,https://www.cars24.com.au/buy-used-toyota-yaris-car-19787114523136/,"$19,690",32k kms,Automatic,Petrol,Hatchback,20251115,cars24
2020 Kia Cerato MY20,https://www.cars24.com.au/buy-used-kia-cerato-car-18700042448192/,"$20,190",59k kms,Automatic,Petrol,Hatchback,20251115,cars24
2019 Volkswagen Golf MY19,https://www.cars24.com.au/buy-used-volkswagen-golf-car-19240737480384/,"$25,690",109k kms,Automatic,Petrol,Hatchback,20251115,cars24
2021 SKODA Scala MY22,https://www.cars24.com.au/buy-used-skoda-scala-car-18939570466368/,"$20,395",43k kms,Automatic,Petrol,Hatchback,20251115,cars24
2015 Volkswagen Golf MY16,https://www.cars24.com.au/buy-used-volkswagen-golf-car-18791250270272/,"$20,490",101k kms,Automatic,Petrol,Hatchback,20251115,cars24
2017 Subaru Impreza MY17,https://www.cars24.com.au/buy-used-subaru-impreza-car-19110386401856/,"$18,090",92k kms,Automatic,Petrol,Hatchback,20251115,cars24
2021 Hyundai i30 MY22,https://www.cars24.com.au/buy-used-hyundai-i30-car-18511273944448/,"$21,195",70k kms,Manual,Petrol,Hatchback,20251115,cars24
2023 Hyundai i30 MY23,https://www.cars24.com.au/buy-used-hyundai-i30-car-19390205194560/,"$33,390",19k kms,Automatic,Petrol,Hatchback,20251115,cars24
2019 Toyota Corolla MY19,https://www.cars24.com.au/buy-used-toyota-corolla-car-19179883896384/,"$21,390",72k kms,Automatic,Petrol,Hatchback,20251115,cars24
2017 Hyundai i30 MY18,https://www.cars24.com.au/buy-used-hyundai-i30-car-19244276161088/,"$21,690",68k kms,Automatic,Petrol,Hatchback,20251115,cars24
2022 MG Mg3 Auto MY22,https://www.cars24.com.au/buy-used-mg-mg3-auto-car-19368973321472/,"$15,390",10k kms,Automatic,Petrol,Hatchback,20251115,cars24
2019 Kia Cerato MY19,https://www.cars24.com.au/buy-used-kia-cerato-car-19337481175168/,"$18,990",70k kms,Automatic,Petrol,Hatchback,20251115,cars24
2022 Ford Puma MY22,https://www.cars24.com.au/buy-used-ford-puma-car-18824554833600/,"$22,990",40k kms,Automatic,Petrol,Hatchback,20251115,cars24
2021 Hyundai i30 MY22,https://www.cars24.com.au/buy-used-hyundai-i30-car-18511273944448/,"$21,195",70k kms,Manual,Petrol,Hatchback,20251115,cars24
2019 Toyota Yaris MY19,https://www.cars24.com.au/buy-used-toyota-yaris-car-19787114523136/,"$19,690",32k kms,Automatic,Petrol,Hatchback,20251115,cars24
2019 Toyota Corolla MY19,https://www.cars24.com.au/buy-used-toyota-corolla-car-19179883896384/,"$21,390",72k kms,Automatic,Petrol,Hatchback,20251115,cars24
2021 Kia Cerato MY21,https://www.cars24.com.au/buy-used-kia-cerato-car-19715401371456/,"$27,790",36k kms,Automatic,Petrol,Hatchback,20251115,cars24
2023 Mazda 3 MY23,https://www.cars24.com.au/buy-used-mazda-3-car-19889932666304/,"$31,590",11k kms,Automatic,Petrol,Hatchback,20251115,cars24
2019 Toyota Corolla MY19,https://www.cars24.com.au/buy-used-toyota-corolla-car-19715137712128/,"$23,990",69k kms,Automatic,Hybrid,Hatchback,20251115,cars24
2015 Volkswagen Golf MY16,https://www.cars24.com.au/buy-used-volkswagen-golf-car-18791250270272/,"$20,490",101k kms,Automatic,Petrol,Hatchback,20251115,cars24
2024 Mazda 2 MY24,https://www.cars24.com.au/buy-used-mazda-2-car-19797753245056/,"$22,890",19k kms,Automatic,Petrol,Hatchback,20251115,cars24
2019 Kia Cerato MY19,https://www.cars24.com.au/buy-used-kia-cerato-car-19337481175168/,"$18,990",70k kms,Automatic,Petrol,Hatchback,20251115,cars24
2021 SKODA Scala MY22,https://www.cars24.com.au/buy-used-skoda-scala-car-18939570466368/,"$20,395",43k kms,Automatic,Petrol,Hatchback,20251115,cars24
2022 Toyota Corolla MY22,https://www.cars24.com.au/buy-used-toyota-corolla-car-19414061518912/,"$26,490",57k kms,Automatic,Hybrid,Hatchback,20251115,cars24
2021 Toyota Corolla MY21,https://www.cars24.com.au/buy-used-toyota-corolla-car-19414030516416/,"$27,390",29k kms,Automatic,Hybrid,Hatchback,20251115,cars24
2022 Toyota Yaris MY22,https://www.cars24.com.au/buy-used-toyota-yaris-car-19324339417152/,"$23,390",61k kms,Automatic,Petrol,Hatchback,20251115,cars24
2020 Toyota Corolla MY20,https://www.cars24.com.au/buy-used-toyota-corolla-car-19936569000064/,"$30,790",58k kms,Automatic,Hybrid,Hatchback,20251115,cars24
2019 BMW 1 MY20,https://www.cars24.com.au/buy-used-bmw-1-car-18519133098432/,"$26,190",61k kms,Automatic,Petrol,Hatchback,20251115,cars24
2015 Volkswagen Polo MY15,https://www.cars24.com.au/buy-used-volkswagen-polo-car-18566072769024/,"$14,990",122k kms,Automatic,Petrol,Hatchback,20251115,cars24
2016 Hyundai i30 MY17,https://www.cars24.com.au/buy-used-hyundai-i30-car-19869711860224/,"$13,890",121k kms,Automatic,Diesel,Hatchback,20251115,cars24
2022 Suzuki Baleno MY22,https://www.cars24.com.au/buy-used-suzuki-baleno-car-18623743184256/,"$16,990",46k kms,Automatic,Petrol,Hatchback,20251115,cars24
2020 Hyundai i30 MY20,https://www.cars24.com.au/buy-used-hyundai-i30-car-19791535197888/,"$21,490",47k kms,Automatic,Petrol,Hatchback,20251115,cars24
2018 Kia Cerato MY18,https://www.cars24.com.au/buy-used-kia-cerato-car-19434319524800/,"$18,790",58k kms,Automatic,Petrol,Hatchback,20251115,cars24
2023 Mazda 2 MY23,https://www.cars24.com.au/buy-used-mazda-2-car-19787090668480/,"$21,890",24k kms,Automatic,Petrol,Hatchback,20251115,cars24
2023 MG Mg3 Auto MY23,https://www.cars24.com.au/buy-used-mg-mg3-auto-car-19075155957632/,"$15,390",11k kms,Automatic,Petrol,Hatchback,20251115,cars24
2024 Toyota Corolla MY24,https://www.cars24.com.au/buy-used-toyota-corolla-car-19874866562880/,"$31,990",8k kms,Automatic,Hybrid,Hatchback,20251115,cars24
